Rule ID,Title,Severity,Action,Category,Description,Pattern,Min Count,Max Chars,LLM Prompt,Applies To,Endpoints,Shadow Override
AI-MALWARE-EXPLOIT-GENERATION-1.0,AI Malware Transmission: Exploit code generation,critical,block,,,(?i)\b(?:exploit|vulnerability|CVE-\d+|buffer\s+overflow|sql\s+injection)\s+(?:code|script|payload)\b,1,,,"request, response",*,
AI-DOS-RESOURCE-EXHAUSTION-1.0,AI DoS Attack: Resource exhaustion attempts,medium,flag,,,"(?i)\b(?:generate|create|calculate|process|analyze)\s+(?:\d{4,}|massive|huge|infinite|endless|many|lots?\s+of)\s+(?:words|numbers|items|entries|combinations|permutations|random)",1,,,"request, response",*,
AI-DOS-RECURSIVE-REQUESTS-1.0,AI DoS Attack: Recursive processing requests,medium,flag,,,(?i)\b(?:recursive|infinite\s+loop|repeat\s+forever|keep\s+(?:going|running|generating|repeating)|(?:generate|keep).*?(?:forever|endlessly|infinitely))\b,1,,,"request, response",*,
AI-DOS-COMPLEX-CALCULATION-1.0,AI DoS Attack: Complex calculation DoS,medium,flag,,,"(?i)\b(?:calculate|compute|solve)\s+(?:all\s+prime\s+numbers|fibonacci\s+sequence|factorials?)\s+(?:up\s+to|from\s+\d+\s+to)\s+\d{6,}\b",1,,,"request, response",*,
AI-DOS-MEMORY-BOMB-1.0,AI DoS Attack: Memory exhaustion attempts,medium,flag,,,(?i)\b(?:remember|store|save|keep\s+track\s+of)\s+(?:everything|all\s+(?:of\s+)?this|this\s+entire\s+conversation)\s+(?:forever|permanently)\b,1,,,"request, response",*,
AI-ADVERSARIAL-ADVERSARIAL-PROBE-1.0,AI Model Attack: Adversarial example probing,high,block,,,(?i)\b(?:adversarial\s+(?:examples?|inputs?|attacks?)|perturbed?\s+(?:data|inputs?)|crafted\s+(?:examples?|inputs?)|imperceptible\s+(?:changes?|modifications?)|gradient\s+(?:ascent|descent)\s+attack)\,1,,,"request, response",*,
AI-ADVERSARIAL-CLASSIFICATION-MANIPULATION-1.0,AI Model Attack: Classification system manipulation,high,block,,,(?i)\b(?:misclassify|fool\s+(?:the\s+)?(?:classifier|model|ai)|bypass\s+(?:detection|classification)|evade\s+(?:detection|analysis)|trigger\s+(?:false\s+)?(?:positive|negative))\b,1,,,"request, response",*,
AI-ADVERSARIAL-DECISION-BOUNDARY-1.0,AI Model Attack: Decision boundary exploration,high,block,,,(?i)\b(?:decision\s+boundary|confidence\s+(?:threshold|score)|probability\s+(?:manipulation|threshold)|certainty\s+(?:level|score)|classification\s+confidence)\b,1,,,"request, response",*,
AI-ADVERSARIAL-GRADIENT-ATTACK-1.0,AI Model Attack: Gradient-based attack attempts,high,block,,,(?i)\b(?:gradient\s+(?:based|attack|method)|fgsm|pgd|c&w\s+attack|deepfool|carlini|wagner)\b,1,,,"request, response",*,
AI-ADVERSARIAL-MODEL-FOOLING-1.0,AI Model Attack: Model deception attempts,high,block,,,(?i)\b(?:fool\s+(?:the\s+)?(?:ai|model|system)|deceive\s+(?:detection|classification)|trick\s+(?:the\s+)?(?:algorithm|ai)|bypass\s+(?:ai\s+)?security)\b,1,,,"request, response",*,
AI-THEFT-MODEL-EXTRACTION-1.0,AI Model Theft: Model extraction attempts,critical,block,,,(?i)\b(?:extract\s+(?:model|weights|parameters)|steal\s+(?:model|ai)|copy\s+(?:model|algorithm)|reverse\s+engineer\s+(?:model|ai)|model\s+(?:extraction|theft|stealing))\b,1,,,"request, response",*,
AI-THEFT-PARAMETER-PROBING-1.0,AI Model Theft: Model parameter probing,critical,block,,,(?i)\b(?:model\s+(?:architecture|structure|parameters|weights)|network\s+(?:topology|structure)|layer\s+(?:configuration|weights)|hidden\s+(?:layers?|units?))\b,1,,,"request, response",*,
AI-THEFT-INVERSION-ATTACK-1.0,AI Model Theft: Model inversion attacks,critical,block,,,(?i)\b(?:model\s+inversion|infer\s+(?:training\s+)?data|reconstruct\s+(?:training\s+)?(?:data|examples?)|membership\s+inference|training\s+(?:data\s+)?reconstruction)\b,1,,,"request, response",*,
AI-THEFT-INTELLECTUAL-PROPERTY-1.0,AI Model Theft: IP extraction attempts,critical,block,,,(?i)\b(?:proprietary\s+(?:algorithm|model|ip)|intellectual\s+property|trade\s+secrets?|confidential\s+(?:model|algorithm)|patent(?:ed)?\s+(?:method|algorithm))\b,1,,,"request, response",*,
AI-THEFT-OUTPUT-ANALYSIS-1.0,AI Model Theft: Systematic output analysis,critical,block,,,(?i)\b(?:analyze\s+(?:all\s+)?outputs?|pattern\s+(?:in\s+)?(?:responses?|outputs?)|systematic\s+(?:probing|querying)|batch\s+(?:queries|requests)|enumerate\s+(?:responses?|outputs?))\b,1,,,"request, response",*,
AI-BACKDOOR-BACKDOOR-TRIGGER-1.0,AI Backdoor Attack: Backdoor trigger detection,critical,block,,,(?i)\b(?:backdoor\s+(?:trigger|activation)|hidden\s+(?:trigger|backdoor)|secret\s+(?:trigger|activation)|trojan\s+(?:trigger|horse)|sleeper\s+(?:agent|trigger))\b,1,,,"request, response",*,
AI-BACKDOOR-TRIGGER-PATTERN-1.0,AI Backdoor Attack: Trigger pattern injection,critical,block,,,(?i)\b(?:specific\s+(?:pattern|sequence|trigger)|trigger\s+(?:word|phrase|pattern|sequence)|activation\s+(?:key|word|phrase|pattern)|magic\s+(?:word|phrase|string))\b,1,,,"request, response",*,
AI-BACKDOOR-CONDITIONAL-BEHAVIOR-1.0,AI Backdoor Attack: Conditional malicious behavior,critical,block,,,(?i)\b(?:when\s+(?:triggered|activated)|if\s+(?:pattern|trigger|condition)|conditional\s+(?:behavior|response|action)|context\s+dependent\s+(?:behavior|action))\b,1,,,"request, response",*,
AI-BACKDOOR-STEGANOGRAPHIC-TRIGGER-1.0,AI Backdoor Attack: Hidden trigger embedding,critical,block,,,(?i)\b(?:embedded\s+(?:trigger|signal)|steganographic\s+(?:trigger|signal)|hidden\s+(?:in\s+)?(?:pixel|bit|character)|invisible\s+(?:marker|trigger|watermark))\b,1,,,"request, response",*,
AI-BACKDOOR-DATASET-POISONING-1.0,AI Backdoor Attack: Training dataset manipulation,critical,block,,,(?i)\b(?:poison\s+(?:training\s+)?(?:data|dataset)|contaminate\s+(?:training\s+)?(?:data|dataset)|inject\s+(?:malicious\s+)?(?:data|examples?)|corrupt\s+(?:training\s+)?data)\b,1,,,"request, response",*,
AI-BIAS-BIAS-EXPLOITATION-1.0,AI Bias Exploitation: Model bias exploitation,high,block,,,(?i)\b(?:exploit\s+(?:bias|discrimination)|amplify\s+bias|discriminatory\s+(?:behavior|response|outcome)|unfair\s+(?:treatment|classification|decision))\b,1,,,"request, response",*,
AI-BIAS-PROTECTED-CLASS-1.0,AI Bias Exploitation: Protected class manipulation,high,block,,,(?i)\b(?:based\s+on\s+(?:race|gender|age|religion|ethnicity)|discriminate\s+against|bias\s+(?:against|towards)|prejudice\s+(?:against|towards))\b,1,,,"request, response",*,
AI-BIAS-FAIRNESS-BYPASS-1.0,AI Bias Exploitation: Fairness safeguard bypass,high,block,,,(?i)\b(?:bypass\s+fairness|ignore\s+(?:ethics|fairness)|unfair\s+(?:advantage|treatment)|biased\s+(?:decision|outcome|classification))\b,1,,,"request, response",*,
AI-BIAS-DEMOGRAPHIC-PROFILING-1.0,AI Bias Exploitation: Demographic profiling attempts,high,block,,,(?i)\b(?:profile\s+(?:by\s+)?(?:demographics|ethnicity|race|gender)|demographic\s+(?:profiling|analysis|classification)|racial\s+profiling|gender\s+bias)\b,1,,,"request, response",*,
AI-BIAS-STEREOTYPE-AMPLIFICATION-1.0,AI Bias Exploitation: Stereotype amplification,high,block,,,(?i)\b(?:reinforce\s+stereotypes?|amplify\s+stereotypes?|perpetuate\s+bias|confirm\s+(?:bias|stereotypes?)|stereotype\s+(?:reinforcement|amplification))\b,1,,,"request, response",*,
AI-PROBE-BLACK-BOX-PROBE-1.0,AI Model Probing: Black-box model probing,medium,flag,,,(?i)\b(?:black\s+box\s+(?:probing|analysis|attack)|probe\s+(?:the\s+)?model|query\s+(?:the\s+)?(?:model|system)\s+(?:systematically|repeatedly)|model\s+(?:interrogation|probing))\b,1,,,"request, response",*,
AI-PROBE-BOUNDARY-EXPLORATION-1.0,AI Model Probing: Decision boundary exploration,medium,flag,,,(?i)\b(?:explore\s+(?:boundaries|limits|edges)|test\s+(?:edge\s+cases|boundaries|limits)|boundary\s+(?:conditions|testing|analysis)|limit\s+(?:testing|exploration))\b,1,,,"request, response",*,
AI-PROBE-RESPONSE-MAPPING-1.0,AI Model Probing: Response pattern mapping,medium,flag,,,(?i)\b(?:map\s+(?:responses?|behaviors?|patterns?)|response\s+(?:mapping|patterns?|analysis)|behavior\s+(?:mapping|analysis|patterns?))\b,1,,,"request, response",*,
AI-PROBE-ORACLE-ATTACK-1.0,AI Model Probing: Oracle-based attacks,medium,flag,,,(?i)\b(?:oracle\s+(?:attack|access|queries)|query\s+oracle|use\s+(?:as\s+)?oracle|treat\s+(?:as\s+)?oracle)\b,1,,,"request, response",*,
AI-PROBE-CONFIDENCE-PROBING-1.0,AI Model Probing: Confidence score manipulation,medium,flag,,,(?i)\b(?:confidence\s+(?:scores?|levels?|thresholds?)|probability\s+(?:scores?|values?|outputs?)|certainty\s+(?:levels?|scores?)|likelihood\s+(?:scores?|values?))\b,1,,,"request, response",*,
AI-POISON-DATA-POISONING-1.0,Data Poisoning: Training data manipulation,critical,block,,,(?i)\b(?:poison\s+(?:the\s+)?(?:training\s+)?(?:data|dataset)|contaminate\s+(?:training\s+)?data|corrupt\s+(?:the\s+)?(?:training\s+)?(?:data|dataset)|inject\s+(?:malicious\s+)?(?:training\s+)?data)\b,1,,,"request, response",*,
AI-POISON-BIAS-INJECTION-1.0,Data Poisoning: Bias injection attacks,critical,block,,,(?i)\b(?:inject\s+bias|bias\s+injection|introduce\s+bias|manipulate\s+(?:training\s+)?data\s+(?:for\s+)?bias|skew\s+(?:training\s+)?data)\b,1,,,"request, response",*,
AI-POISON-LABEL-FLIPPING-1.0,Data Poisoning: Label manipulation attacks,critical,block,,,(?i)\b(?:flip\s+labels?|mislabel\s+(?:training\s+)?data|wrong\s+labels?|incorrect\s+labels?|label\s+(?:manipulation|corruption|flipping))\b,1,,,"request, response",*,
AI-POISON-DATASET-CORRUPTION-1.0,Data Poisoning: Dataset integrity attacks,critical,block,,,(?i)\b(?:corrupt\s+(?:the\s+)?dataset|tamper\s+with\s+(?:training\s+)?data|modify\s+(?:training\s+)?examples?|alter\s+(?:training\s+)?data)\b,1,,,"request, response",*,
AI-POISON-FEATURE-MANIPULATION-1.0,Data Poisoning: Feature space manipulation,critical,block,,,(?i)\b(?:manipulate\s+features?|feature\s+(?:manipulation|corruption)|distort\s+(?:input\s+)?features?|feature\s+space\s+attack)\b,1,,,"request, response",*,
AI-SUPPLY-DEPENDENCY-POISONING-1.0,Supply Chain Attack: Dependency and library attacks,critical,block,,,(?i)\b(?:malicious\s+(?:library|package|dependency)|poisoned\s+(?:package|dependency)|backdoor\s+(?:in\s+)?(?:library|package|framework)|compromised\s+(?:library|package))\b,1,,,"request, response",*,
AI-SUPPLY-FRAMEWORK-EXPLOIT-1.0,Supply Chain Attack: AI framework exploitation,critical,block,,,(?i)\b(?:exploit\s+(?:tensorflow|pytorch|keras|scikit|pandas)|vulnerable\s+(?:framework|library)|framework\s+(?:vulnerability|exploit|backdoor))\b,1,,,"request, response",*,
AI-SUPPLY-MODEL-SUPPLY-CHAIN-1.0,Supply Chain Attack: Pre-trained model attacks,critical,block,,,(?i)\b(?:malicious\s+(?:pre-trained\s+)?model|backdoor\s+(?:in\s+)?(?:pre-trained\s+)?model|compromised\s+(?:pre-trained\s+)?model|trojan\s+(?:pre-trained\s+)?model)\b,1,,,"request, response",*,
AI-SUPPLY-THIRD-PARTY-RISK-1.0,Supply Chain Attack: Third-party component risks,critical,block,,,(?i)\b(?:untrusted\s+(?:component|source|provider)|third.?party\s+(?:risk|vulnerability|compromise)|external\s+(?:dependency|component)\s+risk)\b,1,,,"request, response",*,
AI-SUPPLY-UPDATE-HIJACKING-1.0,Supply Chain Attack: Update and deployment attacks,critical,block,,,(?i)\b(?:hijack\s+(?:update|deployment)|malicious\s+update|compromised\s+deployment|supply.?chain\s+attack)\b,1,,,"request, response",*,
AI-API-API-CREDENTIAL-EXPOSURE-1.0,API Exploitation: API credential exposure,high,block,,,(?i)\b(?:api\s+(?:key|token|secret|credential)|hardcoded\s+(?:key|token|credential|password)|exposed\s+(?:api\s+)?(?:key|token|credential))\b,1,,,"request, response",*,
AI-API-API-ABUSE-1.0,API Exploitation: API abuse and rate limit bypass,high,block,,,(?i)\b(?:bypass\s+(?:rate\s+)?limit|unlimited\s+(?:api\s+)?(?:calls|requests)|abuse\s+(?:api|endpoint)|exhaust\s+(?:api\s+)?quota)\b,1,,,"request, response",*,
AI-API-INJECTION-VIA-API-1.0,API Exploitation: Injection attacks via API,high,block,,,(?i)\b(?:inject\s+(?:via\s+)?api|api\s+injection|exploit\s+(?:api\s+)?(?:parameter|input)|manipulate\s+api\s+(?:call|request))\b,1,,,"request, response",*,
AI-API-API-ENUMERATION-1.0,API Exploitation: API enumeration and discovery,high,block,,,(?i)\b(?:enumerate\s+(?:api\s+)?endpoints?|discover\s+(?:hidden\s+)?(?:api|endpoints?)|api\s+(?:discovery|enumeration|reconnaissance))\b,1,,,"request, response",*,
AI-API-AUTHENTICATION-BYPASS-1.0,API Exploitation: API authentication bypass,high,block,,,(?i)\b(?:bypass\s+(?:api\s+)?auth(?:entication)?|unauthenticated\s+(?:api\s+)?access|api\s+(?:without\s+)?auth|skip\s+(?:api\s+)?auth)\b,1,,,"request, response",*,
AI-AGENCY-EXCESSIVE-AUTONOMY-1.0,Excessive AI Agency: Excessive AI autonomy,high,block,,,(?i)\b(?:full\s+autonomy|unlimited\s+(?:power|authority|control)|unrestricted\s+(?:access|control|authority)|complete\s+(?:control|authority))\b,1,,,"request, response",*,
AI-AGENCY-PRIVILEGED-ACTIONS-1.0,Excessive AI Agency: Privileged system actions,high,block,,,(?i)\b(?:execute\s+(?:system\s+)?commands?|run\s+(?:system\s+)?commands?|shell\s+(?:access|commands?)|system\s+(?:level\s+)?(?:access|control))\b,1,,,"request, response",*,
AI-AGENCY-IRREVERSIBLE-ACTIONS-1.0,Excessive AI Agency: Irreversible action execution,high,block,,,(?i)\b(?:delete\s+(?:all\s+)?(?:files?|data)|permanent\s+(?:deletion|removal)|irreversible\s+(?:action|change|deletion)|destructive\s+(?:action|operation))\b,1,,,"request, response",*,
AI-AGENCY-FINANCIAL-TRANSACTIONS-1.0,Excessive AI Agency: Unauthorized financial operations,high,block,,,(?i)\b(?:transfer\s+(?:money|funds)|make\s+(?:payment|purchase|transaction)|financial\s+(?:transaction|transfer|operation)|spend\s+money)\b,1,,,"request, response",*,
AI-AGENCY-HUMAN-OVERSIGHT-BYPASS-1.0,Excessive AI Agency: Human oversight bypass,high,block,,,(?i)\b(?:bypass\s+(?:human\s+)?(?:oversight|approval|review)|without\s+(?:human\s+)?(?:approval|oversight|review)|skip\s+(?:human\s+)?(?:approval|review))\b,1,,,"request, response",*,
AI-INFRA-UNSECURED-DEPLOYMENT-1.0,Infrastructure Vulnerability: Unsecured deployment configuration,high,block,,,(?i)\b(?:unsecured\s+(?:deployment|configuration|setup)|default\s+(?:credentials|password|config)|insecure\s+(?:deployment|configuration))\b,1,,,"request, response",*,
AI-INFRA-CONTAINER-ESCAPE-1.0,Infrastructure Vulnerability: Container and sandbox escape,high,block,,,(?i)\b(?:escape\s+(?:container|sandbox|docker|jail)|break\s+(?:out\s+of\s+)?(?:container|sandbox)|container\s+(?:breakout|escape))\b,1,,,"request, response",*,
AI-INFRA-MODEL-THEFT-INFRA-1.0,Infrastructure Vulnerability: Model theft via infrastructure,high,block,,,(?i)\b(?:steal\s+model\s+(?:from\s+)?(?:server|storage|disk)|access\s+model\s+files?|download\s+(?:trained\s+)?model|extract\s+model\s+(?:from\s+)?(?:storage|disk))\b,1,,,"request, response",*,
AI-INFRA-LOGGING-EXPLOITATION-1.0,Infrastructure Vulnerability: Logging and monitoring bypass,high,block,,,(?i)\b(?:disable\s+(?:logging|monitoring|audit)|bypass\s+(?:logging|monitoring|audit)|hide\s+(?:from\s+)?(?:logs?|monitoring|audit))\b,1,,,"request, response",*,
AI-INFRA-RESOURCE-EXHAUSTION-1.0,Infrastructure Vulnerability: Infrastructure resource attacks,high,block,,,(?i)\b(?:exhaust\s+(?:resources?|memory|cpu|gpu)|overload\s+(?:system|server|infrastructure)|consume\s+all\s+(?:resources?|memory))\b,1,,,"request, response",*,
AI-PRIVACY-GDPR-VIOLATION-1.0,Privacy Violation: GDPR compliance violations,critical,block,,,(?i)\b(?:violate\s+gdpr|bypass\s+gdpr|ignore\s+(?:privacy\s+)?(?:rights?|laws?)|without\s+consent|personal\s+data\s+(?:processing|collection)\s+without),1,,,"request, response",*,
AI-PRIVACY-CONSENT-BYPASS-1.0,Privacy Violation: Consent mechanism bypass,critical,block,,,(?i)\b(?:without\s+(?:user\s+)?consent|bypass\s+consent|ignore\s+(?:user\s+)?(?:consent|permission)|collect\s+data\s+without\s+(?:consent|permission))\b,1,,,"request, response",*,
AI-PRIVACY-DATA-RETENTION-VIOLATION-1.0,Privacy Violation: Data retention violations,critical,block,,,(?i)\b(?:keep\s+(?:data\s+)?forever|permanent\s+(?:data\s+)?storage|never\s+delete\s+(?:personal\s+)?data|indefinite\s+(?:data\s+)?retention)\b,1,,,"request, response",*,
AI-PRIVACY-RIGHT-TO-DELETION-1.0,Privacy Violation: Right to be forgotten violations,critical,block,,,(?i)\b(?:refuse\s+(?:to\s+)?delete|cannot\s+(?:be\s+)?deleted|permanent\s+(?:personal\s+)?data|ignore\s+deletion\s+(?:request|right))\b,1,,,"request, response",*,
AI-PRIVACY-CROSS-BORDER-VIOLATION-1.0,Privacy Violation: Cross-border data transfer violations,critical,block,,,(?i)\b(?:transfer\s+(?:personal\s+)?data\s+(?:to\s+)?(?:china|russia|unsafe\s+country)|cross.?border\s+(?:data\s+)?transfer\s+without\s+protection|inadequate\s+(?:data\s+)?protection)\b,1,,,"request, response",*,
AI-DISCRIMINATION-PROTECTED-CLASS-DISCRIMINATION-1.0,AI Discrimination: Protected class discrimination,critical,block,,,(?i)\b(?:discriminate\s+(?:against|based\s+on)|bias\s+(?:against|towards))\s+(?:race|gender|age|religion|ethnicity|disability|sexual\s+orientation)\b,1,,,"request, response",*,
AI-DISCRIMINATION-HIRING-BIAS-1.0,AI Discrimination: Biased hiring and employment decisions,critical,block,,,(?i)\b(?:biased\s+hiring|discriminatory\s+(?:hiring|employment)|unfair\s+(?:hiring|employment|recruitment)|prejudiced\s+(?:hiring|selection))\b,1,,,"request, response",*,
AI-DISCRIMINATION-LOAN-REDLINING-1.0,AI Discrimination: Financial discrimination and redlining,critical,block,,,(?i)\b(?:redlining|financial\s+discrimination|biased\s+(?:lending|loan|credit)|discriminatory\s+(?:lending|loan|credit)\s+decisions?)\b,1,,,"request, response",*,
AI-DISCRIMINATION-HEALTHCARE-BIAS-1.0,AI Discrimination: Healthcare discrimination,critical,block,,,(?i)\b(?:healthcare\s+(?:bias|discrimination)|medical\s+(?:bias|discrimination)|biased\s+(?:medical\s+)?(?:treatment|diagnosis|care))\b,1,,,"request, response",*,
AI-DISCRIMINATION-ALGORITHMIC-FAIRNESS-VIOLATION-1.0,AI Discrimination: Algorithmic fairness violations,critical,block,,,(?i)\b(?:unfair\s+algorithm|biased\s+algorithm|discriminatory\s+(?:model|algorithm)|algorithmic\s+(?:bias|discrimination))\b,1,,,"request, response",*,
AI-TRANSPARENCY-BLACK-BOX-DEPLOYMENT-1.0,AI Transparency Violation: Opaque AI decision deployment,high,block,,,(?i)\b(?:black.?box\s+(?:ai|model|decision)|opaque\s+(?:ai|algorithm|decision)|unexplainable\s+(?:ai|decision)|no\s+explanation\s+(?:for\s+)?decision)\b,1,,,"request, response",*,
AI-TRANSPARENCY-EXPLANATION-REFUSAL-1.0,AI Transparency Violation: Refusal to explain AI decisions,high,block,,,(?i)\b(?:refuse\s+(?:to\s+)?explain|cannot\s+explain|no\s+explanation\s+available|proprietary\s+(?:algorithm|decision))\b,1,,,"request, response",*,
AI-TRANSPARENCY-AUDIT-TRAIL-VIOLATION-1.0,AI Transparency Violation: Audit trail and logging violations,high,block,,,(?i)\b(?:no\s+audit\s+trail|delete\s+(?:audit\s+)?logs?|hide\s+(?:audit\s+)?(?:trail|logs?)|tamper\s+with\s+(?:audit\s+)?logs?)\b,1,,,"request, response",*,
AI-TRANSPARENCY-DECISION-TRACEABILITY-1.0,AI Transparency Violation: Decision traceability violations,high,block,,,(?i)\b(?:untraceable\s+decisions?|no\s+decision\s+(?:trail|history)|cannot\s+trace\s+decision|decision\s+without\s+(?:trail|history))\b,1,,,"request, response",*,
AI-TRANSPARENCY-REGULATORY-REPORTING-FAILURE-1.0,AI Transparency Violation: Regulatory reporting failures,high,block,,,(?i)\b(?:hide\s+from\s+regulators?|avoid\s+(?:regulatory\s+)?reporting|bypass\s+(?:regulatory\s+)?oversight|no\s+(?:regulatory\s+)?compliance\s+reporting)\b,1,,,"request, response",*,
AI-CONSENT-DARK-PATTERNS-1.0,Consent Manipulation: Dark patterns in consent,high,block,,,(?i)\b(?:dark\s+patterns?|deceptive\s+(?:ui|interface|design)|manipulative\s+(?:consent|ui)|trick\s+(?:users?\s+into|into)\s+(?:consenting|agreeing))\b,1,,,"request, response",*,
AI-CONSENT-CONSENT-MANIPULATION-1.0,Consent Manipulation: Consent mechanism manipulation,high,block,,,(?i)\b(?:manipulate\s+consent|force\s+consent|coerce\s+(?:into\s+)?consent|mandatory\s+consent\s+for\s+(?:unrelated|everything))\b,1,,,"request, response",*,
AI-CONSENT-OPT-OUT-DIFFICULTY-1.0,Consent Manipulation: Difficult opt-out mechanisms,high,block,,,(?i)\b(?:difficult\s+(?:to\s+)?opt.?out|impossible\s+(?:to\s+)?(?:opt.?out|unsubscribe)|hidden\s+(?:opt.?out|unsubscribe)|complex\s+(?:opt.?out|withdrawal))\b,1,,,"request, response",*,
AI-CONSENT-BLANKET-CONSENT-1.0,Consent Manipulation: Overly broad consent requests,high,block,,,(?i)\b(?:blanket\s+consent|consent\s+(?:to\s+)?everything|broad\s+consent|consent\s+for\s+(?:all\s+)?(?:future\s+)?(?:uses?|purposes?))\b,1,,,"request, response",*,
AI-CONSENT-MINOR-CONSENT-VIOLATION-1.0,Consent Manipulation: Minor consent violations,high,block,,,(?i)\b(?:collect\s+(?:from\s+)?(?:children|minors?)|(?:children|minors?)\s+(?:data|consent)|under\s+13\s+(?:data|consent)|coppa\s+violation)\b,1,,,"request, response",*,
AI-DATA-PROTECTION-SENSITIVE-DATA-EXPOSURE-1.0,Data Protection Violation: Sensitive data exposure,critical,block,,,(?i)\b(?:expose\s+(?:sensitive\s+)?(?:personal\s+)?data|leak\s+(?:personal\s+)?data|unprotected\s+(?:personal\s+)?data|publicly\s+accessible\s+(?:personal\s+)?data)\b,1,,,"request, response",*,
AI-DATA-PROTECTION-ENCRYPTION-BYPASS-1.0,Data Protection Violation: Data encryption bypass,critical,block,,,(?i)\b(?:unencrypted\s+(?:personal\s+)?data|bypass\s+encryption|store\s+(?:data\s+)?(?:in\s+)?(?:plain\s+)?text|no\s+encryption)\b,1,,,"request, response",*,
AI-DATA-PROTECTION-DATA-MINIMIZATION-VIOLATION-1.0,Data Protection Violation: Data minimization violations,critical,block,,,(?i)\b(?:collect\s+(?:all|everything|excessive)\s+(?:personal\s+)?data|more\s+data\s+than\s+necessary|excessive\s+(?:data\s+)?collection|collect\s+(?:irrelevant|unnecessary)\s+data)\b,1,,,"request, response",*,
AI-DATA-PROTECTION-PURPOSE-LIMITATION-VIOLATION-1.0,Data Protection Violation: Purpose limitation violations,critical,block,,,(?i)\b(?:use\s+(?:personal\s+)?data\s+for\s+(?:different|other|unrelated)\s+purpose|(?:secondary|alternative)\s+use\s+of\s+(?:personal\s+)?data|repurpose\s+(?:personal\s+)?data)\b,1,,,"request, response",*,
AI-DATA-PROTECTION-DATA-SUBJECT-RIGHTS-VIOLATION-1.0,Data Protection Violation: Data subject rights violations,critical,block,,,(?i)\b(?:deny\s+(?:data\s+)?(?:subject\s+)?rights?|refuse\s+(?:data\s+)?access|ignore\s+(?:data\s+)?(?:subject\s+)?(?:requests?|rights?))\b,1,,,"request, response",*,
SANITIZE-INPUT-INSTRUCTION-OVERRIDE-1.0,Prompt Sanitization: Direct instruction override attempts,high,block,,,(?i)\b(?:ignore|disregard|forget|skip|override|bypass|cancel|replace)\s+(?:all\s+)?(?:previous|prior|earlier|above|system|current)\s+(?:instructions?|commands?|rules?|prompts?|directions?|guidelines?),1,,,request,*,
SANITIZE-INPUT-SYSTEM-PROMPT-INJECTION-1.0,Prompt Sanitization: System prompt injection attempts,high,block,,,(?i)(?:system\s*:|assistant\s*:|user\s*:|human\s*:|\[system\]|\[assistant\]|\[user\]|\[human\]|<system>|<assistant>|<user>|<human>),1,,,request,*,
SANITIZE-INPUT-ROLE-MANIPULATION-1.0,Prompt Sanitization: Role and persona manipulation,high,block,,,(?i)\b(?:you\s+are\s+now|pretend\s+(?:to\s+be|you\s+are)|act\s+(?:as|like)|roleplay\s+(?:as)?|imagine\s+(?:you\s+are|being))\s+(?:an?\s+)?(?:different|new|evil|unrestricted|jailbroken|developer|admin|,1,,,request,*,
SANITIZE-INPUT-DELIMITER-INJECTION-1.0,Prompt Sanitization: Delimiter and formatting injection,high,block,,,(?:\n\s*---+\s*\n|\n\s*===+\s*\n|\n\s*\*\*\*+\s*\n|```[^`]*```|\[END\]|\[START\]|\[INST\]|\[/INST\]),1,,,request,*,
SANITIZE-INPUT-ENCODING-BYPASS-1.0,Prompt Sanitization: Encoding and obfuscation bypass attempts,high,block,,,"(?i)\b(?:base64|hex|rot13|url\s*encod|html\s*encod|unicode|ascii)\s*(?:decode|encode)?[:\s]+[A-Za-z0-9+/=]{10,}|\\u[0-9a-fA-F]{4}|\\x[0-9a-fA-F]{2}|%[0-9a-fA-F]{2}",1,,,request,*,
SANITIZE-INPUT-LANGUAGE-SWITCH-EVASION-1.0,Prompt Sanitization: Language switching evasion,high,block,,,(?i)\b(?:translate|in\s+(?:spanish|french|german|chinese|russian|japanese|korean|arabic)|auf\s+deutsch|en\s+français|en\s+español)\b.*?(?:ignore|bypass|override|system|admin),1,,,request,*,
SANITIZE-INPUT-MATHEMATICAL-ENCODING-1.0,Prompt Sanitization: Mathematical and character encoding,high,block,,,"(?i)\b(?:ascii\s+(?:code|values?)|char\s+(?:code|values?)|unicode\s+(?:code|values?))\s*[:\s]+(?:\d+\s*[,\s]*){3,}|\b(?:chr|ord)\s*\([^)]+\)",1,,,request,*,
SANITIZE-INPUT-MULTI-LANGUAGE-INJECTION-1.0,Prompt Sanitization: Multi-language code injection,high,block,,,(?i)<script[^>]*>.*?</script>|javascript\s*:|data\s*:\s*text/html|eval\s*\(|document\s*\.\s*write|alert\s*\(|console\s*\.\s*log,1,,,request,*,
SANITIZE-PII-CREDIT-CARD-EXPOSURE-1.0,PII Sanitization: Credit card number exposure in prompts,critical,block,,,\b(?:4[0-9]{12}(?:[0-9]{3})?|5[1-5][0-9]{14}|3[47][0-9]{13}|3[0-9]{13}|6(?:011|5[0-9]{2})[0-9]{12})\b,1,,,request,*,
SANITIZE-PII-SSN-EXPOSURE-1.0,PII Sanitization: Social Security Number exposure,critical,block,,,\b\d{3}[-\s]?\d{2}[-\s]?\d{4}\b,1,,,request,*,
